,FTR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,BbAvH,BbAvD,BbAvA
727,1,1.44,4.75,8.0,1.49,4.7,7.29,1.44,4.33,7.5,1.45,4.53,7.32
728,3,1.57,4.2,6.5,1.61,4.16,6.38,1.57,3.75,6.5,1.58,4.02,6.25
729,3,1.29,6.5,11.0,1.3,6.6,10.25,1.25,6.0,11.0,1.27,6.22,10.52
730,3,2.8,3.5,2.63,2.81,3.48,2.65,2.75,3.4,2.62,2.76,3.38,2.6
731,3,1.91,3.7,4.33,1.94,3.72,4.22,1.91,3.6,4.2,1.92,3.61,4.11
732,2,1.62,4.2,6.0,1.61,4.21,6.12,1.62,4.0,6.0,1.59,4.13,5.79
733,3,1.17,9.0,19.0,1.18,8.29,18.22,1.14,8.5,19.0,1.16,7.94,18.77
734,1,3.6,3.8,2.05,3.69,3.75,2.07,3.6,3.6,2.0,3.58,3.64,2.04
735,3,1.5,4.5,7.5,1.45,4.79,8.05,1.44,4.33,7.0,1.45,4.57,7.39
736,1,10.0,5.25,1.36,9.65,5.15,1.38,10.0,4.4,1.36,9.46,4.94,1.36
737,3,1.91,3.75,4.2,1.93,3.76,4.28,1.95,3.4,4.0,1.92,3.63,4.04
738,3,1.25,7.0,12.0,1.25,7.0,13.0,1.25,5.5,12.0,1.23,6.56,12.42
739,1,4.0,3.6,2.0,3.91,3.68,2.03,3.6,3.4,2.05,3.84,3.52,2.0
740,1,4.75,4.1,1.75,4.61,4.16,1.78,4.5,3.8,1.73,4.56,4.0,1.74
741,1,4.2,3.8,1.91,4.18,3.84,1.94,4.0,3.5,1.91,4.04,3.68,1.91
742,3,2.1,3.6,3.75,2.11,3.63,3.69,2.05,3.4,3.75,2.06,3.5,3.68
743,3,1.73,3.9,5.25,1.71,4.04,5.35,1.67,3.8,5.0,1.7,3.85,5.14
744,1,5.25,4.0,1.7,5.62,4.2,1.65,5.0,3.9,1.7,5.26,3.94,1.67
745,3,1.25,6.75,13.0,1.25,6.85,13.5,1.25,6.0,11.0,1.24,6.54,12.61
746,3,1.09,13.0,29.0,1.1,13.62,28.49,1.1,9.0,26.0,1.09,11.35,26.47
747,3,1.14,9.0,23.0,1.14,10.39,23.1,1.14,7.5,21.0,1.13,9.1,22.37
748,2,2.75,3.3,2.8,2.76,3.33,2.8,2.62,3.2,2.75,2.67,3.27,2.75
749,1,4.5,3.8,1.85,4.44,3.78,1.88,4.5,3.5,1.8,4.29,3.69,1.85
750,3,1.45,5.0,7.5,1.42,5.29,7.75,1.4,5.0,7.0,1.42,4.96,7.29
751,1,2.45,3.5,3.0,2.38,3.4,3.26,2.38,3.4,2.9,2.38,3.4,3.02
752,3,1.14,9.0,23.0,1.16,9.01,21.02,1.15,7.5,17.0,1.15,8.17,19.89
753,1,7.0,4.75,1.5,6.36,4.61,1.55,6.0,4.2,1.53,6.09,4.4,1.53
754,2,2.0,3.6,4.0,1.91,3.75,4.35,1.95,3.75,3.6,1.92,3.67,3.95
755,3,1.14,9.0,23.0,1.14,9.31,27.82,1.1,9.0,26.0,1.12,8.61,26.64
756,3,2.5,3.3,3.1,2.44,3.4,3.14,2.5,3.3,2.8,2.48,3.31,2.94
757,1,1.8,3.8,4.75,1.8,3.95,4.73,1.75,3.75,4.5,1.77,3.79,4.6
758,3,2.1,3.5,3.75,2.1,3.68,3.67,2.05,3.5,3.5,2.06,3.51,3.63
759,1,11.0,6.0,1.3,11.51,6.21,1.29,10.0,5.5,1.29,10.78,5.9,1.28
760,3,1.53,4.5,6.5,1.53,4.55,6.85,1.53,4.2,6.0,1.51,4.43,6.44
761,1,11.0,5.5,1.33,10.95,5.55,1.34,10.0,4.8,1.33,10.1,5.25,1.32
762,1,1.25,6.5,15.0,1.26,6.3,15.25,1.25,5.5,13.0,1.24,6.06,13.67
763,1,1.83,3.6,5.0,1.83,3.58,5.11,1.8,3.3,5.0,1.81,3.5,4.82
764,3,1.7,3.8,5.75,1.7,3.83,5.81,1.7,3.5,5.5,1.69,3.69,5.5
765,2,1.62,4.0,6.5,1.64,3.94,6.35,1.62,3.6,6.0,1.61,3.84,5.98
766,2,6.0,4.2,1.62,5.74,4.29,1.63,5.5,3.8,1.62,5.75,4.06,1.6
767,3,2.4,3.3,3.3,2.46,3.25,3.26,2.5,3.1,3.0,2.43,3.19,3.11
768,3,1.3,5.75,12.0,1.33,5.68,10.85,1.3,5.0,11.0,1.31,5.29,10.74
769,1,5.5,4.0,1.7,5.35,4.0,1.71,5.0,3.75,1.7,5.16,3.87,1.69
770,1,2.0,3.6,4.0,1.98,3.63,4.16,1.95,3.4,4.0,1.96,3.56,3.9
771,1,2.63,3.2,3.0,2.64,3.17,3.07,2.4,3.0,3.0,2.56,3.1,3.02
772,3,1.73,3.8,5.5,1.74,3.85,5.43,1.73,3.3,5.5,1.73,3.7,5.06
773,3,1.36,5.25,9.5,1.39,5.24,9.27,1.33,4.5,9.0,1.37,5.02,8.86
774,3,1.75,3.8,5.25,1.71,3.96,5.43,1.7,3.6,4.5,1.73,3.74,4.96
775,3,4.5,3.8,1.85,4.39,3.85,1.88,4.5,3.5,1.8,4.41,3.69,1.83
776,1,11.0,5.0,1.36,12.01,5.33,1.33,10.0,4.5,1.36,10.48,4.89,1.35
777,3,2.5,3.25,3.2,2.51,3.31,3.13,2.5,3.1,3.0,2.42,3.2,3.12
778,1,2.1,3.6,3.75,2.08,3.58,3.85,2.1,3.3,3.6,2.07,3.46,3.65
779,2,1.33,5.75,10.0,1.31,5.88,11.27,1.33,5.0,9.0,1.31,5.48,10.04
780,1,11.0,6.0,1.3,11.14,5.79,1.32,9.0,5.0,1.33,9.8,5.58,1.32
781,1,1.95,3.5,4.33,1.99,3.43,4.41,1.95,3.25,4.2,1.95,3.42,4.22
782,2,3.9,3.4,2.1,4.01,3.45,2.08,3.8,3.1,2.1,3.8,3.32,2.09
783,3,1.33,5.5,11.0,1.33,5.56,11.31,1.33,5.0,9.0,1.33,5.32,9.97
